LSOA_code,LSOA_name,LAD_code,LAD_name,ITL1_code,Transaction,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Primary_uses_total,0.553,0.584,0.724,0.876,1.005,0.997,1.142,0.451,0.277,0.278,0.309,0.295,0.292,0.293,0.318,0.276,0.428,0.335,0.206,0.255
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Balance_of_primary_incomes,11.621,11.952,11.912,12.239,12.499,13.167,13.341,12.945,13.338,13.585,14.392,15.577,15.402,16.660,16.982,18.720,19.213,20.325,20.879,22.303
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,4.107,4.370,4.577,4.698,4.774,5.135,5.365,5.948,6.286,5.735,6.027,6.053,6.647,7.107,6.772,6.995,6.786,6.395,6.334,4.878
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.330,0.352,0.368,0.391,0.265,0.425,0.397,0.331,0.291,0.406,0.525,0.463,0.495,0.480,0.476,0.491,0.552,0.557,0.540,0.452
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Secondary_resources_total,4.438,4.722,4.945,5.089,5.039,5.560,5.762,6.279,6.577,6.141,6.552,6.516,7.142,7.587,7.248,7.486,7.338,6.952,6.874,5.331
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",1.486,1.593,1.562,1.606,1.660,1.806,1.903,1.832,1.904,1.938,1.941,1.974,1.797,1.903,1.912,1.969,1.957,2.060,2.039,2.484
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,1.331,1.272,1.386,1.485,1.470,1.561,1.484,1.269,1.388,1.480,1.384,1.499,0.732,1.766,1.372,1.704,1.533,1.429,1.480,1.786
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.478,0.534,0.579,0.616,0.486,0.637,0.628,0.604,0.606,0.670,0.734,0.722,0.754,0.753,0.784,0.797,0.801,0.814,0.816,0.772
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Secondary_uses_total,3.295,3.399,3.527,3.708,3.617,4.004,4.014,3.705,3.897,4.088,4.059,4.195,3.283,4.421,4.068,4.469,4.290,4.303,4.334,5.042
E01013811,Nottingham 018B,E06000018,Nottingham,TLF,Balance_of_secondary_income,1.143,1.323,1.418,1.382,1.422,1.555,1.747,2.573,2.680,2.053,2.493,2.322,3.859,3.166,3.180,3.017,3.048,2.649,2.540,0.289
