LSOA_code,LSOA_name,LAD_code,LAD_name,ITL1_code,Transaction,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,"Property_income,_paid",0.525,0.550,0.683,0.867,0.977,0.986,1.169,0.474,0.284,0.290,0.302,0.297,0.307,0.306,0.324,0.287,0.425,0.329,0.199,0.243
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Primary_uses_total,0.525,0.550,0.683,0.867,0.977,0.986,1.169,0.474,0.284,0.290,0.302,0.297,0.307,0.306,0.324,0.287,0.425,0.329,0.199,0.243
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Balance_of_primary_incomes,15.232,15.690,16.250,17.720,17.733,19.204,19.565,19.493,19.363,19.784,20.304,21.697,22.300,24.011,24.244,24.839,25.180,26.888,27.100,29.476
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,4.019,4.323,4.498,4.798,4.690,5.042,5.389,6.154,6.410,6.432,6.264,6.739,6.536,6.669,6.703,6.606,6.533,7.347,7.608,8.146
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.313,0.332,0.347,0.387,0.258,0.420,0.406,0.348,0.300,0.424,0.513,0.466,0.521,0.501,0.486,0.510,0.548,0.548,0.521,0.430
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Secondary_resources_total,4.332,4.655,4.845,5.186,4.948,5.462,5.795,6.501,6.709,6.856,6.777,7.205,7.057,7.170,7.189,7.115,7.081,7.895,8.129,8.576
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",2.861,3.067,3.105,3.398,3.440,3.830,4.184,4.258,4.252,4.332,4.167,4.283,4.037,4.288,4.337,4.129,3.856,4.057,3.664,4.417
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,1.964,1.879,2.112,2.410,2.336,2.539,2.502,2.261,2.377,2.536,2.279,2.495,1.261,2.673,2.545,2.417,2.786,2.726,2.639,3.357
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.453,0.503,0.546,0.610,0.473,0.631,0.643,0.636,0.623,0.699,0.718,0.726,0.794,0.786,0.799,0.827,0.794,0.801,0.788,0.734
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Secondary_uses_total,5.278,5.449,5.763,6.417,6.250,6.999,7.330,7.155,7.251,7.567,7.164,7.504,6.092,7.747,7.681,7.373,7.436,7.584,7.091,8.507
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Balance_of_secondary_income,-0.946,-0.794,-0.918,-1.232,-1.301,-1.537,-1.535,-0.654,-0.542,-0.711,-0.387,-0.298,0.965,-0.577,-0.492,-0.258,-0.355,0.311,1.038,0.068
E01013856,Nottingham 006D,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,14.286,14.896,15.332,16.489,16.432,17.667,18.030,18.839,18.821,19.073,19.917,21.399,23.265,23.434,23.753,24.582,24.824,27.199,28.138,29.545
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Operating_surplus,1.477,1.514,1.452,1.560,1.646,1.508,1.546,1.392,1.208,1.199,1.310,1.267,1.420,1.487,1.615,1.645,1.791,1.822,1.932,2.037
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Mixed_income,0.711,0.729,0.729,0.766,0.818,0.826,0.832,0.869,0.939,1.019,1.259,1.405,1.384,1.557,1.459,1.857,1.982,2.160,2.255,2.357
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Compensation_of_employees,8.347,8.942,9.181,9.622,10.082,10.462,10.859,10.365,10.376,11.523,11.670,12.742,13.191,14.349,14.974,14.563,15.388,16.060,16.263,17.165
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,"Property_income,_received",1.866,1.728,1.883,2.099,2.066,2.362,2.210,1.746,1.771,2.004,1.877,1.987,2.124,2.548,2.371,2.236,2.216,2.133,1.762,2.212
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Primary_resources_total,12.402,12.913,13.246,14.046,14.612,15.157,15.447,14.372,14.294,15.746,16.116,17.401,18.120,19.941,20.418,20.301,21.377,22.175,22.212,23.771
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,"Property_income,_paid",0.490,0.521,0.641,0.794,0.925,0.900,1.061,0.417,0.249,0.267,0.285,0.276,0.289,0.292,0.305,0.264,0.387,0.301,0.186,0.226
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Primary_uses_total,0.490,0.521,0.641,0.794,0.925,0.900,1.061,0.417,0.249,0.267,0.285,0.276,0.289,0.292,0.305,0.264,0.387,0.301,0.186,0.226
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Balance_of_primary_incomes,11.912,12.392,12.605,13.252,13.687,14.257,14.387,13.956,14.045,15.479,15.831,17.124,17.830,19.649,20.113,20.037,20.990,21.874,22.026,23.545
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,3.412,3.683,3.795,3.890,3.947,4.110,4.335,4.746,4.977,5.209,5.716,6.033,6.209,6.464,6.245,6.193,6.330,6.858,7.468,8.212
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.292,0.315,0.326,0.355,0.244,0.384,0.369,0.306,0.263,0.390,0.484,0.434,0.491,0.478,0.458,0.470,0.499,0.501,0.488,0.401
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Secondary_resources_total,3.704,3.997,4.121,4.245,4.191,4.494,4.704,5.051,5.240,5.599,6.200,6.467,6.700,6.942,6.703,6.663,6.829,7.359,7.956,8.612
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",2.327,2.527,2.511,2.637,2.772,2.956,3.148,3.085,3.125,3.463,3.354,3.429,3.327,3.569,3.916,3.611,3.564,3.399,3.232,3.682
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,1.571,1.522,1.679,1.838,1.850,1.926,1.850,1.611,1.717,1.993,1.803,1.963,1.021,2.494,2.103,2.170,2.258,2.180,2.048,2.651
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.423,0.477,0.513,0.559,0.448,0.576,0.584,0.558,0.546,0.643,0.678,0.676,0.748,0.750,0.753,0.763,0.724,0.732,0.737,0.684
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Secondary_uses_total,4.321,4.526,4.702,5.035,5.069,5.458,5.582,5.254,5.388,6.099,5.834,6.068,5.096,6.813,6.773,6.543,6.546,6.312,6.017,7.018
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Balance_of_secondary_income,-0.617,-0.528,-0.581,-0.790,-0.878,-0.964,-0.879,-0.203,-0.148,-0.500,0.366,0.399,1.604,0.129,-0.069,0.119,0.284,1.047,1.938,1.595
E01013858,Nottingham 025A,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,11.295,11.863,12.024,12.462,12.809,13.293,13.508,13.752,13.897,14.979,16.197,17.524,19.434,19.778,20.044,20.156,21.273,22.921,23.964,25.140
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Operating_surplus,1.847,1.892,1.816,1.950,2.058,1.884,1.932,1.740,1.510,1.499,1.637,1.584,1.775,1.858,2.019,2.056,2.239,2.278,2.415,2.547
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Mixed_income,1.235,1.270,1.235,1.296,1.397,1.396,1.388,1.404,1.515,1.622,1.730,1.687,1.686,1.951,2.029,2.217,2.397,2.619,2.742,2.872
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Compensation_of_employees,8.761,9.466,9.515,9.998,10.604,11.049,11.463,10.613,10.671,11.650,11.476,12.075,12.295,13.016,13.430,13.090,14.078,14.009,14.870,15.828
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,"Property_income,_received",2.118,1.978,2.107,2.348,2.339,2.687,2.529,1.937,1.971,2.189,1.993,2.036,2.144,2.529,2.359,2.303,2.263,2.179,1.808,2.230
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Primary_resources_total,13.961,14.606,14.672,15.592,16.398,17.017,17.312,15.695,15.667,16.960,16.836,17.382,17.899,19.354,19.837,19.666,20.977,21.085,21.835,23.477
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,"Property_income,_paid",0.593,0.627,0.751,0.915,1.073,1.049,1.229,0.477,0.289,0.304,0.323,0.310,0.320,0.316,0.337,0.294,0.434,0.333,0.202,0.246
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Primary_uses_total,0.593,0.627,0.751,0.915,1.073,1.049,1.229,0.477,0.289,0.304,0.323,0.310,0.320,0.316,0.337,0.294,0.434,0.333,0.202,0.246
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Balance_of_primary_incomes,13.368,13.980,13.921,14.678,15.325,15.968,16.083,15.218,15.378,16.656,16.513,17.073,17.580,19.038,19.499,19.372,20.543,20.751,21.633,23.231
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,5.081,5.505,5.522,5.660,5.798,6.074,6.390,6.847,7.148,7.121,7.530,7.444,7.228,6.936,6.686,6.412,6.452,7.099,7.902,7.930
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.354,0.378,0.381,0.409,0.283,0.447,0.427,0.350,0.305,0.444,0.549,0.487,0.542,0.518,0.506,0.523,0.560,0.555,0.530,0.435
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Secondary_resources_total,5.435,5.883,5.904,6.068,6.081,6.521,6.817,7.197,7.453,7.565,8.079,7.930,7.770,7.454,7.192,6.935,7.012,7.654,8.432,8.366
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",2.641,2.892,2.808,2.951,3.138,3.363,3.603,3.422,3.479,3.783,3.561,3.515,3.357,3.542,3.897,3.720,3.640,3.473,3.317,3.712
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,1.753,1.714,1.847,2.024,2.061,2.156,2.084,1.757,1.880,2.142,1.883,1.980,1.014,2.306,1.970,2.026,2.195,2.029,2.034,2.573
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.512,0.573,0.600,0.644,0.519,0.671,0.676,0.639,0.634,0.732,0.767,0.758,0.826,0.812,0.832,0.849,0.811,0.810,0.800,0.743
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Secondary_uses_total,4.906,5.179,5.256,5.618,5.718,6.190,6.363,5.818,5.993,6.658,6.212,6.253,5.197,6.660,6.699,6.595,6.647,6.312,6.151,7.029
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Balance_of_secondary_income,0.528,0.705,0.648,0.450,0.362,0.332,0.454,1.378,1.460,0.907,1.867,1.678,2.573,0.794,0.493,0.340,0.365,1.342,2.281,1.337
E01013859,Nottingham 020A,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,13.896,14.684,14.569,15.128,15.687,16.299,16.537,16.596,16.838,17.563,18.380,18.750,20.153,19.832,19.993,19.712,20.908,22.094,23.914,24.568
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Operating_surplus,1.921,1.968,1.888,2.028,2.140,1.910,1.958,1.764,1.530,1.519,1.659,1.605,1.799,1.883,2.046,2.111,2.299,2.339,2.480,2.615
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Mixed_income,1.043,1.017,1.022,1.098,1.167,1.163,1.208,1.243,1.352,1.444,1.424,1.519,1.625,1.771,1.956,2.047,2.200,2.384,2.482,2.602
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Compensation_of_employees,10.683,10.643,11.085,12.077,12.549,13.044,13.656,12.873,13.089,14.211,14.835,16.268,16.124,16.126,16.424,17.112,17.502,18.053,18.620,18.951
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,"Property_income,_received",2.398,2.065,2.278,2.630,2.566,2.942,2.925,2.278,2.343,2.585,2.492,2.657,2.725,3.139,2.746,2.682,2.475,2.517,2.123,2.446
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Primary_resources_total,16.045,15.693,16.274,17.832,18.422,19.058,19.747,18.158,18.314,19.759,20.411,22.050,22.273,22.919,23.172,23.953,24.475,25.293,25.705,26.614
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,"Property_income,_paid",0.582,0.586,0.716,0.905,1.055,1.014,1.244,0.478,0.289,0.302,0.337,0.326,0.328,0.318,0.333,0.285,0.423,0.331,0.206,0.251
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Primary_uses_total,0.582,0.586,0.716,0.905,1.055,1.014,1.244,0.478,0.289,0.302,0.337,0.326,0.328,0.318,0.333,0.285,0.423,0.331,0.206,0.251
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Balance_of_primary_incomes,15.462,15.107,15.558,16.928,17.367,18.044,18.503,17.680,18.025,19.457,20.074,21.724,21.945,22.601,22.839,23.667,24.052,24.962,25.499,26.363
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,5.741,5.844,6.044,6.412,6.552,6.764,7.508,8.225,8.634,7.873,8.763,8.319,7.894,8.019,7.837,7.364,7.198,8.080,7.869,7.967
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.347,0.354,0.364,0.404,0.279,0.432,0.432,0.350,0.305,0.441,0.573,0.511,0.556,0.521,0.500,0.508,0.545,0.551,0.540,0.445
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Secondary_resources_total,6.088,6.197,6.408,6.817,6.831,7.196,7.941,8.576,8.938,8.314,9.336,8.830,8.451,8.540,8.337,7.871,7.743,8.632,8.409,8.412
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",2.990,3.020,3.037,3.305,3.443,3.682,4.166,4.024,4.135,4.467,4.452,4.587,4.267,4.397,4.537,4.332,3.980,4.012,3.894,4.072
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,2.233,2.013,2.247,2.549,2.543,2.654,2.710,2.324,2.514,2.844,2.648,2.906,1.450,2.870,2.542,2.665,2.734,2.649,2.534,3.116
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.503,0.536,0.573,0.637,0.511,0.649,0.684,0.640,0.633,0.727,0.801,0.797,0.848,0.817,0.822,0.824,0.791,0.805,0.816,0.759
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Secondary_uses_total,5.726,5.569,5.856,6.491,6.497,6.985,7.560,6.988,7.283,8.038,7.902,8.289,6.565,8.084,7.901,7.820,7.505,7.466,7.244,7.947
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Balance_of_secondary_income,0.362,0.629,0.551,0.326,0.333,0.211,0.381,1.587,1.656,0.275,1.434,0.541,1.886,0.456,0.437,0.051,0.239,1.166,1.165,0.465
E01013860,Nottingham 025B,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,15.824,15.736,16.109,17.254,17.700,18.255,18.883,19.267,19.681,19.732,21.508,22.265,23.831,23.057,23.275,23.718,24.291,26.128,26.664,26.828
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Operating_surplus,1.773,1.817,1.840,1.976,2.085,1.910,1.958,1.764,1.530,1.499,1.659,1.605,1.799,1.883,2.046,2.083,2.269,2.308,2.447,2.581
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Mixed_income,0.628,0.644,0.683,0.716,0.747,0.793,0.839,0.882,0.974,1.017,1.176,1.295,1.576,1.619,1.716,1.791,1.885,2.050,2.144,2.301
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Compensation_of_employees,5.276,5.595,5.916,6.148,6.129,6.833,7.166,6.772,7.054,7.216,7.046,7.771,7.995,8.569,8.946,9.300,10.069,10.307,10.239,10.927
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,"Property_income,_received",1.055,0.967,1.088,1.208,1.131,1.389,1.381,1.082,1.142,1.193,1.079,1.150,1.221,1.439,1.304,1.351,1.310,1.318,1.008,1.316
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Primary_resources_total,8.731,9.023,9.527,10.048,10.093,10.924,11.343,10.500,10.701,10.925,10.959,11.822,12.590,13.510,14.011,14.524,15.533,15.984,15.838,17.125
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,"Property_income,_paid",0.559,0.604,0.737,0.904,1.001,1.006,1.241,0.483,0.293,0.293,0.306,0.299,0.309,0.304,0.328,0.284,0.428,0.331,0.199,0.243
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Primary_uses_total,0.559,0.604,0.737,0.904,1.001,1.006,1.241,0.483,0.293,0.293,0.306,0.299,0.309,0.304,0.328,0.284,0.428,0.331,0.199,0.243
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Balance_of_primary_incomes,8.173,8.419,8.791,9.144,9.092,9.918,10.102,10.016,10.408,10.632,10.654,11.523,12.281,13.206,13.683,14.241,15.106,15.652,15.639,16.882
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,6.201,6.791,7.042,7.175,6.958,7.506,8.324,9.012,9.670,8.875,9.194,9.844,8.795,8.345,7.967,7.718,7.531,7.452,7.558,7.277
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.333,0.365,0.374,0.404,0.264,0.429,0.431,0.354,0.309,0.428,0.519,0.470,0.524,0.498,0.493,0.504,0.551,0.552,0.521,0.430
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Secondary_resources_total,6.535,7.156,7.416,7.579,7.222,7.935,8.755,9.366,9.978,9.303,9.713,10.313,9.319,8.843,8.460,8.222,8.082,8.004,8.079,7.707
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",1.316,1.415,1.451,1.518,1.518,1.738,1.967,1.911,2.016,2.061,1.927,1.986,1.912,2.015,2.155,2.181,2.106,2.101,1.849,2.190
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,0.805,0.772,0.879,0.959,0.918,1.026,1.048,0.904,1.003,1.075,0.938,1.030,0.532,1.327,1.129,1.210,1.343,1.257,1.228,1.553
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.482,0.552,0.589,0.636,0.485,0.643,0.683,0.647,0.642,0.706,0.727,0.732,0.798,0.781,0.810,0.818,0.799,0.806,0.787,0.734
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Secondary_uses_total,2.603,2.739,2.919,3.113,2.921,3.408,3.697,3.463,3.661,3.842,3.592,3.747,3.243,4.123,4.094,4.210,4.249,4.165,3.865,4.477
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Balance_of_secondary_income,3.932,4.417,4.497,4.466,4.301,4.528,5.058,5.904,6.317,5.461,6.121,6.566,6.076,4.720,4.365,4.012,3.834,3.839,4.215,3.230
E01013861,Nottingham 020B,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,12.105,12.836,13.287,13.610,13.393,14.446,15.160,15.920,16.725,16.093,16.775,18.089,18.357,17.925,18.048,18.253,18.939,19.492,19.854,20.112
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Operating_surplus,1.650,1.691,1.622,1.742,1.838,1.683,1.726,1.555,1.349,1.339,1.462,1.415,1.586,1.660,1.803,1.837,2.000,2.035,2.158,2.275
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Mixed_income,0.760,0.768,0.762,0.789,0.892,0.922,0.937,0.977,1.053,1.106,1.294,1.428,1.455,1.481,1.668,1.810,2.151,2.346,2.409,2.539
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Compensation_of_employees,7.921,8.275,8.356,8.567,9.847,10.620,11.035,10.536,10.491,10.952,11.015,11.831,12.167,12.585,13.030,14.099,14.865,15.364,15.608,17.433
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,"Property_income,_received",1.827,1.650,1.766,1.921,2.074,2.466,2.340,1.848,1.862,1.979,1.840,1.918,2.039,2.398,2.087,2.191,2.110,2.113,1.717,2.280
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Primary_resources_total,12.158,12.384,12.506,13.019,14.651,15.691,16.038,14.915,14.755,15.376,15.610,16.592,17.246,18.124,18.588,19.937,21.126,21.859,21.891,24.526
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,"Property_income,_paid",0.465,0.482,0.581,0.705,0.927,0.925,1.107,0.442,0.259,0.272,0.291,0.276,0.288,0.286,0.301,0.263,0.395,0.309,0.187,0.230
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Primary_uses_total,0.465,0.482,0.581,0.705,0.927,0.925,1.107,0.442,0.259,0.272,0.291,0.276,0.288,0.286,0.301,0.263,0.395,0.309,0.187,0.230
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Balance_of_primary_incomes,11.693,11.901,11.925,12.314,13.724,14.766,14.931,14.473,14.496,15.105,15.319,16.316,16.958,17.838,18.287,19.674,20.731,21.550,21.704,24.297
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,4.797,5.006,5.048,5.124,5.716,6.029,6.464,7.089,7.350,7.950,8.483,8.225,7.909,7.790,7.504,7.323,6.969,6.410,6.927,7.029
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.277,0.291,0.295,0.315,0.245,0.394,0.384,0.324,0.273,0.396,0.495,0.434,0.489,0.468,0.452,0.469,0.510,0.514,0.492,0.406
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Secondary_resources_total,5.075,5.297,5.343,5.439,5.961,6.424,6.849,7.412,7.623,8.347,8.978,8.659,8.398,8.258,7.956,7.791,7.479,6.924,7.419,7.436
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",2.278,2.412,2.354,2.414,2.783,3.086,3.333,3.265,3.287,3.420,3.286,3.310,3.193,3.358,3.448,3.539,3.394,3.368,3.150,3.795
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,1.647,1.557,1.687,1.804,1.991,2.155,2.100,1.826,1.936,2.109,1.893,2.031,1.050,1.989,1.908,2.045,2.133,2.092,2.074,2.658
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.401,0.441,0.464,0.496,0.449,0.592,0.609,0.592,0.567,0.654,0.693,0.675,0.746,0.733,0.743,0.761,0.739,0.751,0.743,0.694
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Secondary_uses_total,4.327,4.410,4.505,4.714,5.222,5.833,6.042,5.683,5.790,6.183,5.872,6.017,4.989,6.081,6.098,6.344,6.266,6.212,5.966,7.146
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Balance_of_secondary_income,0.748,0.887,0.838,0.725,0.739,0.591,0.807,1.730,1.833,2.164,3.106,2.642,3.409,2.177,1.858,1.447,1.214,0.712,1.453,0.289
E01013862,Nottingham 025C,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,12.441,12.788,12.764,13.039,14.462,15.357,15.738,16.203,16.329,17.269,18.425,18.957,20.367,20.015,20.144,21.121,21.944,22.262,23.156,24.586
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Operating_surplus,1.502,1.539,1.477,1.586,1.674,1.533,1.572,1.415,1.268,1.259,1.375,1.331,1.491,1.561,1.696,1.727,1.881,1.914,2.029,2.139
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Mixed_income,1.298,1.293,1.261,1.309,1.386,1.388,1.367,1.453,1.590,1.702,1.492,1.878,1.691,1.879,2.022,2.099,2.402,2.531,2.651,2.797
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Compensation_of_employees,12.085,12.582,12.853,13.365,13.824,14.555,15.079,15.137,15.411,16.901,16.726,17.282,17.429,18.489,19.281,18.981,19.649,20.569,21.731,22.643
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,"Property_income,_received",3.300,2.969,3.209,3.530,3.428,3.982,3.752,3.112,3.204,3.569,3.262,3.279,3.421,4.065,3.700,3.618,3.350,3.263,2.802,3.510
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Primary_resources_total,18.185,18.383,18.800,19.790,20.313,21.457,21.769,21.117,21.474,23.431,22.856,23.769,24.032,25.994,26.699,26.425,27.283,28.276,29.214,31.089
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,"Property_income,_paid",0.527,0.544,0.664,0.807,0.936,0.926,1.056,0.436,0.263,0.282,0.290,0.272,0.282,0.277,0.296,0.253,0.392,0.306,0.187,0.231
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Primary_uses_total,0.527,0.544,0.664,0.807,0.936,0.926,1.056,0.436,0.263,0.282,0.290,0.272,0.282,0.277,0.296,0.253,0.392,0.306,0.187,0.231
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Balance_of_primary_incomes,17.658,17.839,18.136,18.983,19.376,20.531,20.714,20.681,21.211,23.149,22.565,23.497,23.750,25.718,26.403,26.172,26.890,27.970,29.026,30.858
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Imputed_social_contributions/Social_benefits_received,3.894,4.095,4.217,4.276,4.320,4.560,4.761,5.538,5.847,6.035,5.857,5.783,6.048,6.219,5.885,6.110,6.401,6.730,8.009,8.480
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,"Other_current_transfers,_received",0.314,0.328,0.337,0.361,0.247,0.395,0.367,0.319,0.277,0.412,0.493,0.427,0.479,0.453,0.444,0.449,0.506,0.510,0.491,0.409
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Secondary_resources_total,4.208,4.424,4.554,4.636,4.568,4.955,5.128,5.858,6.124,6.447,6.350,6.210,6.526,6.672,6.329,6.560,6.907,7.240,8.500,8.889
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,"Current_taxes_on_income,_wealth_etc",4.115,4.343,4.278,4.436,4.600,4.984,5.345,5.497,5.655,6.168,5.828,5.659,5.358,5.694,6.112,5.843,5.389,5.200,5.140,5.841
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Social_contributions/Social_benefits_paid,2.904,2.734,2.990,3.233,3.210,3.395,3.285,3.000,3.249,3.711,3.275,3.388,1.720,3.975,3.512,3.129,3.393,3.318,3.251,4.006
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,"Other_current_transfers,_paid",0.455,0.497,0.531,0.568,0.453,0.592,0.581,0.584,0.575,0.680,0.690,0.665,0.730,0.710,0.730,0.729,0.733,0.745,0.742,0.697
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Secondary_uses_total,7.473,7.574,7.799,8.236,8.264,8.971,9.210,9.081,9.480,10.560,9.793,9.712,7.807,10.379,10.354,9.701,9.515,9.262,9.133,10.545
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Balance_of_secondary_income,-3.265,-3.151,-3.245,-3.600,-3.696,-4.016,-4.082,-3.223,-3.356,-4.113,-3.443,-3.502,-1.281,-3.707,-4.025,-3.141,-2.608,-2.023,-0.633,-1.657
E01013863,Nottingham 025D,E06000018,Nottingham,TLF,Gross_Disposable_Household_Income,14.394,14.688,14.890,15.383,15.680,16.515,16.631,17.458,17.855,19.036,19.122,19.995,22.469,22.011,22.378,23.031,24.282,25.947,28.393,29.201
